department,name,url,type
"German | Languages, Literatures, and Cultures",Russian,/UGRD/colleges-schools/UGLAS/FRU_BA/,Major
"German | Languages, Literatures, and Cultures",Russian and East-European Area Studies Certificate,/UGRD/colleges-schools/UGLAS/LAS_UCT14/,Certificate
"German | Languages, Literatures, and Cultures",Russian Minor,/UGRD/colleges-schools/UGLAS/RUS_UMN/,Minor
Industrial and Systems Engineering,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Industrial and Systems Engineering,Industrial and Systems Engineering,/UGRD/colleges-schools/UGENG/ISE_BSIS/,Major
Mechanical & Aerospace Engineering,Aerospace Engineering,/UGRD/colleges-schools/UGENG/ARO_BSAE/,Major
Mechanical & Aerospace Engineering,Biomechanics Minor,/UGRD/colleges-schools/UGENG/BIM_UMN/,Minor
Mechanical & Aerospace Engineering,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Mechanical & Aerospace Engineering,Mechanical Engineering,/UGRD/colleges-schools/UGENG/MCE_BSME/,Major
Mechanical & Aerospace Engineering,Sustainable and Resilient Energy Engineering Certificate,/UGRD/colleges-schools/UGENG/ENG_UCT13/,Certificate
Advertising,Advertising,/UGRD/colleges-schools/UGJRC/ADV_BSAD/,Major
Advertising,Advertising | Persuasive Messaging UF Online,/UGRD/colleges-schools/UGJRC/ADV_BSAD02_UFO/,Major
Advertising,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Sociology,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Sociology,Criminology,/UGRD/colleges-schools/UGLAS/CRI_BA/,Major
Sociology,Criminology UF Online,/UGRD/colleges-schools/UGLAS/CRI_BA_UFO/,Major
Sociology,Sociology,/UGRD/colleges-schools/UGLAS/SOC_BA/,Major
Sociology,Sociology Minor,/UGRD/colleges-schools/UGLAS/SOC_UMN/,Minor
Sociology,Sociology Minor UF Online,/UGRD/colleges-schools/UGLAS/SOC_UMN_UFO/,Minor
Sociology,Sociology of Social Justice and Policy Minor,/UGRD/colleges-schools/UGLAS/SJP_UMN/,Minor
Sociology,Sociology UF Online,/UGRD/colleges-schools/UGLAS/SOC_BA_UFO/,Major
Food and Resource Economics,Agricultural and Natural Resource Ethics and Policy Minor,/UGRD/colleges-schools/UGAGL/AEP_UMN/,Minor
Food and Resource Economics,Agricultural and Natural Resource Law Minor,/UGRD/colleges-schools/UGAGL/ANL_UMN/,Minor
Food and Resource Economics,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Food and Resource Economics,Food and Resource Economics,/UGRD/colleges-schools/UGAGL/FRE_BS/,Major
Food and Resource Economics,Food and Resource Economics Minor,/UGRD/colleges-schools/UGAGL/FRE_UMN/,Minor
Food and Resource Economics,International Development and Humanitarian Assistance Minor,/UGRD/colleges-schools/UGAGL/IDH_UMN/,Minor
Sustainability and the Built Environment,Sustainability and the Built Environment,/UGRD/colleges-schools/UGDCP/SUB_BSUB_BSUB01/,Major
Sustainability and the Built Environment,Sustainability and the Built Environment Minor,/UGRD/colleges-schools/UGDCP/SUB_UMN/,Minor
Greek Studies,African Languages,/UGRD/colleges-schools/UGLAS/FAF_BA/,Major
Greek Studies,Arabic,/UGRD/colleges-schools/UGLAS/FAR_BA/,Major
Greek Studies,Arabic Language and Literature Minor,/UGRD/colleges-schools/UGLAS/ALL_UMN/,Minor
Greek Studies,Chinese,/UGRD/colleges-schools/UGLAS/FCH_BA/,Major
Greek Studies,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Greek Studies,Dual Languages,/UGRD/colleges-schools/UGLAS/FLL_BA/FDU_BA/,Major
Greek Studies,East Asian Languages and Literatures Minor,/UGRD/colleges-schools/UGLAS/EAC_EAJ_UMN/,Minor
Greek Studies,Foreign Languages and Literatures,/UGRD/colleges-schools/UGLAS/FLL_BA/,Major
Greek Studies,French and Francophone Studies,/UGRD/colleges-schools/UGLAS/FFR_BA/,Major
Greek Studies,French and Francophone Studies Minor,/UGRD/colleges-schools/UGLAS/FFS_UMN/,Minor
Greek Studies,German,/UGRD/colleges-schools/UGLAS/FGR_BA/,Major
Greek Studies,German Minor,/UGRD/colleges-schools/UGLAS/GMN_UMN/,Minor
Greek Studies,German Minor UF Online,/UGRD/colleges-schools/UGLAS/GMN_UMN_UFO/,Minor
Greek Studies,Hebrew,/UGRD/colleges-schools/UGLAS/FHE_BA/,Major
Greek Studies,Hebrew Minor,/UGRD/colleges-schools/UGLAS/HBR_UMN/,Minor
Greek Studies,Italian,/UGRD/colleges-schools/UGLAS/FIT_BA/,Major
Greek Studies,Italian Studies Minor,/UGRD/colleges-schools/UGLAS/ITA_UMN/,Minor
Greek Studies,Japanese,/UGRD/colleges-schools/UGLAS/FJA_BA/,Major
Greek Studies,Russian,/UGRD/colleges-schools/UGLAS/FRU_BA/,Major
Greek Studies,Russian and East-European Area Studies Certificate,/UGRD/colleges-schools/UGLAS/LAS_UCT14/,Certificate
Greek Studies,Russian Minor,/UGRD/colleges-schools/UGLAS/RUS_UMN/,Minor
Environmental Horticulture,Environmental Horticulture Management Certificate,/UGRD/colleges-schools/UGAGL/AGL_UCT02/,Certificate
Environmental Horticulture,Environmental Horticulture Minor,/UGRD/colleges-schools/UGAGL/EVH_UMN/,Minor
Environmental Horticulture,Horticultural Therapy Certificate,/UGRD/colleges-schools/UGAGL/AGL_UCT12/,Certificate
"Japanese | Languages, Literatures, and Cultures",African Languages,/UGRD/colleges-schools/UGLAS/FAF_BA/,Major
"Japanese | Languages, Literatures, and Cultures",Arabic,/UGRD/colleges-schools/UGLAS/FAR_BA/,Major
"Japanese | Languages, Literatures, and Cultures",Arabic Language and Literature Minor,/UGRD/colleges-schools/UGLAS/ALL_UMN/,Minor
"Japanese | Languages, Literatures, and Cultures",Chinese,/UGRD/colleges-schools/UGLAS/FCH_BA/,Major
"Japanese | Languages, Literatures, and Cultures",Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
"Japanese | Languages, Literatures, and Cultures",Dual Languages,/UGRD/colleges-schools/UGLAS/FLL_BA/FDU_BA/,Major
"Japanese | Languages, Literatures, and Cultures",East Asian Languages and Literatures Minor,/UGRD/colleges-schools/UGLAS/EAC_EAJ_UMN/,Minor
"Japanese | Languages, Literatures, and Cultures",Foreign Languages and Literatures,/UGRD/colleges-schools/UGLAS/FLL_BA/,Major
"Japanese | Languages, Literatures, and Cultures",French and Francophone Studies,/UGRD/colleges-schools/UGLAS/FFR_BA/,Major
"Japanese | Languages, Literatures, and Cultures",French and Francophone Studies Minor,/UGRD/colleges-schools/UGLAS/FFS_UMN/,Minor
"Japanese | Languages, Literatures, and Cultures",German,/UGRD/colleges-schools/UGLAS/FGR_BA/,Major
"Japanese | Languages, Literatures, and Cultures",German Minor,/UGRD/colleges-schools/UGLAS/GMN_UMN/,Minor
"Japanese | Languages, Literatures, and Cultures",German Minor UF Online,/UGRD/colleges-schools/UGLAS/GMN_UMN_UFO/,Minor
"Japanese | Languages, Literatures, and Cultures",Hebrew,/UGRD/colleges-schools/UGLAS/FHE_BA/,Major
"Japanese | Languages, Literatures, and Cultures",Hebrew Minor,/UGRD/colleges-schools/UGLAS/HBR_UMN/,Minor
"Japanese | Languages, Literatures, and Cultures",Italian,/UGRD/colleges-schools/UGLAS/FIT_BA/,Major
"Japanese | Languages, Literatures, and Cultures",Italian Studies Minor,/UGRD/colleges-schools/UGLAS/ITA_UMN/,Minor
"Japanese | Languages, Literatures, and Cultures",Japanese,/UGRD/colleges-schools/UGLAS/FJA_BA/,Major
"Japanese | Languages, Literatures, and Cultures",Russian,/UGRD/colleges-schools/UGLAS/FRU_BA/,Major
"Japanese | Languages, Literatures, and Cultures",Russian and East-European Area Studies Certificate,/UGRD/colleges-schools/UGLAS/LAS_UCT14/,Certificate
"Japanese | Languages, Literatures, and Cultures",Russian Minor,/UGRD/colleges-schools/UGLAS/RUS_UMN/,Minor
Religion,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Religion,Religion,/UGRD/colleges-schools/UGLAS/RLN_BA/,Major
Religion,Religion Minor,/UGRD/colleges-schools/UGLAS/RLN_UMN/,Minor
Chemical Engineering,Biomolecular Engineering Minor,/UGRD/colleges-schools/UGENG/BMO_UMN/,Minor
Chemical Engineering,Chemical Engineering,/UGRD/colleges-schools/UGENG/CHE_BSCH/,Major
Chemical Engineering,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
"Korean | Languages, Literatures, and Cultures",African Languages,/UGRD/colleges-schools/UGLAS/FAF_BA/,Major
"Korean | Languages, Literatures, and Cultures",Arabic,/UGRD/colleges-schools/UGLAS/FAR_BA/,Major
"Korean | Languages, Literatures, and Cultures",Arabic Language and Literature Minor,/UGRD/colleges-schools/UGLAS/ALL_UMN/,Minor
"Korean | Languages, Literatures, and Cultures",Chinese,/UGRD/colleges-schools/UGLAS/FCH_BA/,Major
"Korean | Languages, Literatures, and Cultures",Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
"Korean | Languages, Literatures, and Cultures",Dual Languages,/UGRD/colleges-schools/UGLAS/FLL_BA/FDU_BA/,Major
"Korean | Languages, Literatures, and Cultures",East Asian Languages and Literatures Minor,/UGRD/colleges-schools/UGLAS/EAC_EAJ_UMN/,Minor
"Korean | Languages, Literatures, and Cultures",Foreign Languages and Literatures,/UGRD/colleges-schools/UGLAS/FLL_BA/,Major
"Korean | Languages, Literatures, and Cultures",French and Francophone Studies,/UGRD/colleges-schools/UGLAS/FFR_BA/,Major
"Korean | Languages, Literatures, and Cultures",French and Francophone Studies Minor,/UGRD/colleges-schools/UGLAS/FFS_UMN/,Minor
"Korean | Languages, Literatures, and Cultures",German,/UGRD/colleges-schools/UGLAS/FGR_BA/,Major
"Korean | Languages, Literatures, and Cultures",German Minor,/UGRD/colleges-schools/UGLAS/GMN_UMN/,Minor
"Korean | Languages, Literatures, and Cultures",German Minor UF Online,/UGRD/colleges-schools/UGLAS/GMN_UMN_UFO/,Minor
"Korean | Languages, Literatures, and Cultures",Hebrew,/UGRD/colleges-schools/UGLAS/FHE_BA/,Major
"Korean | Languages, Literatures, and Cultures",Hebrew Minor,/UGRD/colleges-schools/UGLAS/HBR_UMN/,Minor
"Korean | Languages, Literatures, and Cultures",Italian,/UGRD/colleges-schools/UGLAS/FIT_BA/,Major
"Korean | Languages, Literatures, and Cultures",Italian Studies Minor,/UGRD/colleges-schools/UGLAS/ITA_UMN/,Minor
"Korean | Languages, Literatures, and Cultures",Japanese,/UGRD/colleges-schools/UGLAS/FJA_BA/,Major
"Korean | Languages, Literatures, and Cultures",Russian,/UGRD/colleges-schools/UGLAS/FRU_BA/,Major
"Korean | Languages, Literatures, and Cultures",Russian and East-European Area Studies Certificate,/UGRD/colleges-schools/UGLAS/LAS_UCT14/,Certificate
"Korean | Languages, Literatures, and Cultures",Russian Minor,/UGRD/colleges-schools/UGLAS/RUS_UMN/,Minor
Urban and Regional Planning,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Urban and Regional Planning,Urban and Regional Planning Minor,/UGRD/colleges-schools/UGDCP/URP_UMN/,Minor
"Tourism, Hospitality and Event Management","Artificial Intelligence and Data Analytics in Tourism, Hospitality and Event Management Certificate",/UGRD/colleges-schools/UGHHU/HHU_UCT02/,Certificate
"Tourism, Hospitality and Event Management",Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
"Tourism, Hospitality and Event Management","Entrepreneurship in Tourism, Hospitality and Event Management Certificate",/UGRD/colleges-schools/UGHHU/HHU_UCT04/,Certificate
"Tourism, Hospitality and Event Management",Event Management Minor,/UGRD/colleges-schools/UGHHU/EVM_UMN/,Minor
"Tourism, Hospitality and Event Management",Event Management Minor UF Online,/UGRD/colleges-schools/UGHHU/EVM_UMN_UFO/,Minor
"Tourism, Hospitality and Event Management","Tourism, Hospitality and Event Management",/UGRD/colleges-schools/UGHHU/TRM_BSTM/,Major
"Tourism, Hospitality and Event Management","Tourism, Hospitality and Event Management UF Online",/UGRD/colleges-schools/UGHHU/TRM_BSTM_UFO/,Major
Horticultural Sciences,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Horticultural Sciences,Horticultural Science Minor,/UGRD/colleges-schools/UGAGL/HOS_UMN/,Minor
Horticultural Sciences,Horticultural Therapy Certificate,/UGRD/colleges-schools/UGAGL/AGL_UCT12/,Certificate
Horticultural Sciences,Organic and Sustainable Crop Production Minor,/UGRD/colleges-schools/UGAGL/OSCP_UMN/,Minor
Horticultural Sciences,Plant Molecular and Cellular Biology Minor,/UGRD/colleges-schools/UGAGL/PMB_UMN/,Minor
Landscape Architecture,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Landscape Architecture,Landscape Architecture Minor,/UGRD/colleges-schools/UGDCP/LAE_UMN/,Minor
Landscape Architecture,Landscape Architecture | 4-Year Professional Program,/UGRD/colleges-schools/UGDCP/LAE_BLAE/,Major
Civil and Coastal Engineering,Civil Engineering,/UGRD/colleges-schools/UGENG/CVE_BSCE/,Major
Civil and Coastal Engineering,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
"Czech | Languages, Literatures, and Cultures",African Languages,/UGRD/colleges-schools/UGLAS/FAF_BA/,Major
"Czech | Languages, Literatures, and Cultures",Arabic,/UGRD/colleges-schools/UGLAS/FAR_BA/,Major
"Czech | Languages, Literatures, and Cultures",Arabic Language and Literature Minor,/UGRD/colleges-schools/UGLAS/ALL_UMN/,Minor
"Czech | Languages, Literatures, and Cultures",Chinese,/UGRD/colleges-schools/UGLAS/FCH_BA/,Major
"Czech | Languages, Literatures, and Cultures",Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
"Czech | Languages, Literatures, and Cultures",Dual Languages,/UGRD/colleges-schools/UGLAS/FLL_BA/FDU_BA/,Major
"Czech | Languages, Literatures, and Cultures",East Asian Languages and Literatures Minor,/UGRD/colleges-schools/UGLAS/EAC_EAJ_UMN/,Minor
"Czech | Languages, Literatures, and Cultures",Foreign Languages and Literatures,/UGRD/colleges-schools/UGLAS/FLL_BA/,Major
"Czech | Languages, Literatures, and Cultures",French and Francophone Studies,/UGRD/colleges-schools/UGLAS/FFR_BA/,Major
"Czech | Languages, Literatures, and Cultures",French and Francophone Studies Minor,/UGRD/colleges-schools/UGLAS/FFS_UMN/,Minor
"Czech | Languages, Literatures, and Cultures",German,/UGRD/colleges-schools/UGLAS/FGR_BA/,Major
"Czech | Languages, Literatures, and Cultures",German Minor,/UGRD/colleges-schools/UGLAS/GMN_UMN/,Minor
"Czech | Languages, Literatures, and Cultures",German Minor UF Online,/UGRD/colleges-schools/UGLAS/GMN_UMN_UFO/,Minor
"Czech | Languages, Literatures, and Cultures",Hebrew,/UGRD/colleges-schools/UGLAS/FHE_BA/,Major
"Czech | Languages, Literatures, and Cultures",Hebrew Minor,/UGRD/colleges-schools/UGLAS/HBR_UMN/,Minor
"Czech | Languages, Literatures, and Cultures",Italian,/UGRD/colleges-schools/UGLAS/FIT_BA/,Major
"Czech | Languages, Literatures, and Cultures",Italian Studies Minor,/UGRD/colleges-schools/UGLAS/ITA_UMN/,Minor
"Czech | Languages, Literatures, and Cultures",Japanese,/UGRD/colleges-schools/UGLAS/FJA_BA/,Major
"Czech | Languages, Literatures, and Cultures",Russian,/UGRD/colleges-schools/UGLAS/FRU_BA/,Major
"Czech | Languages, Literatures, and Cultures",Russian and East-European Area Studies Certificate,/UGRD/colleges-schools/UGLAS/LAS_UCT14/,Certificate
"Czech | Languages, Literatures, and Cultures",Russian Minor,/UGRD/colleges-schools/UGLAS/RUS_UMN/,Minor
Applied Physiology and Kinesiology,Applied Physiology and Kinesiology,/UGRD/colleges-schools/UGHHU/APK_BSAP/,Major
Music,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Music,Jazz Studies Minor,/UGRD/colleges-schools/UGART/JZS_UMN/,Minor
Music,Music Business and Entrepreneurship,/UGRD/colleges-schools/UGART/MBE_BS/,Major
Music,Music Education,/UGRD/colleges-schools/UGART/MUE_BMUE/,Major
Music,Music History | Ethnomusicology Minor,/UGRD/colleges-schools/UGART/MHE_UMN/,Minor
Music,Music in Medicine Certificate,/UGRD/colleges-schools/UGART/ART_UCT04/,Certificate
Music,Music Performance Certificate,/UGRD/colleges-schools/UGART/ART_UCT05/,Certificate
Music,Music Performance Minor,/UGRD/colleges-schools/UGART/MUP_UMN/,Minor
Music,Music Theory Minor,/UGRD/colleges-schools/UGART/MUT_UMN/,Minor
Music,Music | Bachelor of Arts,/UGRD/colleges-schools/UGART/MUS_BA/,Major
Music,Music | Bachelor of Music,/UGRD/colleges-schools/UGART/MUS_BMUS/,Major
Nuclear and Radiological Engineering,Advanced Engineering Ceramics Certificate,/UGRD/colleges-schools/UGENG/ENG_UCT01/,Certificate
Nuclear and Radiological Engineering,Biomaterials Certificate,/UGRD/colleges-schools/UGENG/ENG_UCT02/,Certificate
Nuclear and Radiological Engineering,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Nuclear and Radiological Engineering,Materials Science and Engineering,/UGRD/colleges-schools/UGENG/MSE_BSMS/,Major
Nuclear and Radiological Engineering,Materials Science and Engineering Minor,/UGRD/colleges-schools/UGENG/MSE_UMN/,Minor
Nuclear and Radiological Engineering,Metallurgical Engineering Certificate,/UGRD/colleges-schools/UGENG/ENG_UCT03/,Certificate
Nuclear and Radiological Engineering,Nuclear and Radiological Engineering Minor,/UGRD/colleges-schools/UGENG/NURE_UMN/,Minor
Nuclear and Radiological Engineering,Nuclear Engineering,/UGRD/colleges-schools/UGENG/NUE_BSNE/,Major
Nuclear and Radiological Engineering,Polymer Science and Engineering Certificate,/UGRD/colleges-schools/UGENG/ENG_UCT06/,Certificate
Nuclear and Radiological Engineering,Semiconductor Materials Certificate,/UGRD/colleges-schools/UGENG/ENG_UCT07/,Certificate
Military Science,Aerospace Leadership Minor,/UGRD/academic-programs/military-science/aerospace-leadership/,Minor
Military Science,Military Science and Leadership Minor,/UGRD/academic-programs/military-science/military-science-leadership/,Minor
Psychology,Psychology,/UGRD/colleges-schools/UGLAS/PSY_BS_BS01/,Major
Psychology,Psychology UF Online,/UGRD/colleges-schools/UGLAS/PSY_BA_UFO/,Major
Public Health,Artificial Intelligence in Public Health and Healthcare Certificate,/UGRD/colleges-schools/UGPBH/PBH_UCT02/,Certificate
Public Health,Public Health,/UGRD/colleges-schools/UGPBH/PBH_BPH/,Major
Public Health,Public Health Minor,/UGRD/colleges-schools/UGPBH/PBH_UMN/,Minor
Interior Design,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Interior Design,Interior Design,/UGRD/colleges-schools/UGDCP/IND_BDES/,Major
Philosophy,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Philosophy,Philosophy,/UGRD/colleges-schools/UGLAS/PPY_BA/,Major
Philosophy,Philosophy Minor,/UGRD/colleges-schools/UGLAS/PPY_UMN/,Minor
Geomatics,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Geomatics,Fire Ecology and Management Certificate,/UGRD/colleges-schools/UGAGL/AGL_UCT17/,Certificate
Geomatics,Fisheries and Aquatic Sciences Minor,/UGRD/colleges-schools/UGAGL/FAS_UMN/,Minor
Geomatics,Forest Resources and Conservation,/UGRD/colleges-schools/UGAGL/FRC_BSF/,Major
Geomatics,Forest Resources and Conservation Minor,/UGRD/colleges-schools/UGAGL/FRC_UMN/,Minor
Geomatics,Geomatics,/UGRD/colleges-schools/UGAGL/GEM_BSGE/,Major
Geomatics,Geomatics Certificate,/UGRD/colleges-schools/UGAGL/AGL_UCT06/,Certificate
Geomatics,Mapping with Small Unmanned Aerial Systems Certificate,/UGRD/colleges-schools/UGAGL/AGL_UCT11/,Certificate
Geomatics,Natural Resource Conservation,/UGRD/colleges-schools/UGAGL/NRC_BSF/,Major
"Finance, Insurance, and Real Estate",Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
"Finance, Insurance, and Real Estate",Entrepreneurship Minor,/UGRD/colleges-schools/UGBUS/ENT_UMN/,Minor
"Finance, Insurance, and Real Estate",Finance,/UGRD/colleges-schools/UGBUS/FIN_BSBA/,Major
"Finance, Insurance, and Real Estate",Real Estate Minor,/UGRD/colleges-schools/UGBUS/REA_UMN/,Minor
Journalism,Combination Degrees,/UGRD/academic-advising/combined-degrees/,Major
Journalism,Creative Advertising Certificate,/UGRD/colleges-schools/UGJRC/JRC_UCT04/,Certificate
Journalism,International Communication Certificate,/UGRD/colleges-schools/UGJRC/JRC_UCT07/,Certificate
Journalism,Journalism,/UGRD/colleges-schools/UGJRC/JM_BSJ/,Major
Journalism,Journalism | Sports and Media UF Online,/UGRD/colleges-schools/UGJRC/JM_BSJ01_UFO/,Major
Journalism,Mass Communication Studies Minor,/UGRD/colleges-schools/UGJRC/COM_UMN/,Minor
Journalism,Mass Communication Studies Minor UF Online,/UGRD/colleges-schools/UGJRC/COM_UMN_UFO/,Minor
Journalism,Media Sales Certificate,/UGRD/colleges-schools/UGJRC/JRC_UCT01/,Certificate
Journalism,Political Communication Certificate,/UGRD/colleges-schools/UGJRC/JRC_UCT08/,Certificate
Journalism,Spanish Language News Media Certificate,/UGRD/colleges-schools/UGJRC/JRC_UCT02/,Certificate
Digital Worlds Institute,Digital Arts and Sciences Minor,/UGRD/colleges-schools/UGART/DAR_UMN/,Minor
Digital Worlds Institute,Digital Arts and Sciences Minor UF Online,/UGRD/colleges-schools/UGART/DAR_UMN_UFO/,Minor
Digital Worlds Institute,Digital Arts and Sciences UF Online,/UGRD/colleges-schools/UGART/DAR_BADA_UFO/,Major
Digital Worlds Institute,Digital Arts and Sciences | Bachelor of Arts,/UGRD/colleges-schools/UGART/DAR_BADA/,Major
Theatre + Dance,Dance Minor,/UGRD/colleges-schools/UGART/DAN_UMN/,Minor
Theatre + Dance,Dance | Bachelor of Arts,/UGRD/colleges-schools/UGART/DAN_BA/,Major
Theatre + Dance,Dance | Bachelor of Fine Arts,/UGRD/colleges-schools/UGART/DAN_BFA/,Major
Theatre + Dance,Theatre,/UGRD/colleges-schools/UGART/THE_BA/,Major
Theatre + Dance,Theatre Minor,/UGRD/colleges-schools/UGART/THE_UMN/,Minor
Theatre + Dance,Theatre Performance,/UGRD/colleges-schools/UGART/THF_BFA/,Major
Theatre + Dance,Theatre Production,/UGRD/colleges-schools/UGART/TPR_BFA/,Major
Theatre + Dance,Theatre Production Minor,/UGRD/colleges-schools/UGART/TPR_UMN/,Minor
